Text,lables
"The appeal of this specific product is suposed to be the packaging. The individual stacks of crackers are smaller than typical.<br /><br />Well, it falls a little short. The packages aren't anywhere near single-serving. There are 8 2-3/8"" squares in each hard to open pouch. That's about twice -- close to three times -- what I would consider a single serving.<br /><br />The pouches are so thick, you either need a sicsors or knife to open them, and there is no way to roll them closed again. You either need to plan on finishing them before they go stale, or find another container to store them in. Hardly what I'd choose to call ""fresh stacks"".<br /><br />The crackers themselves were fine. Nothing spectacular one way or the other about them. But then again, we're talking about a pretty utilitarian cracker here, so one person's spectacularly good would be someone else's spectacularly bad. So not much to say there.<br /><br />All in all, unless the size of the pouches are just the size you usually want, it's not worth paying extra for these. I'm just going to get regularly packaged crackers, and store them in a larger plastic bag to keep them fresh. If I'm going to need a plastic bag anyway, why pay extra for these harder to get open pouches that need to be opened more often, too?",Negative
"It is fun to open up a pack and see which wizard card you get, and the chocolate is tasty... but the frog is quite small and the card is a cheap looking hologram. It's still neat but after you watch the movies and see THEIR chocolate frogs, you feel a bit ripped off as they are pretty pricey.",Neutral
I eat these all the time as a meal replacement/snack. They're pretty good - I enjoy the taste and you can't beat the convenience. I'd recommend them to people.,Positive
"I had been using Green Mountain MILK Hot Chocolate, which is good (my kids love it), but weak for a true chocoholic like myself. I thought since I like dark chocolate in general, I would try the DARK Hot Chocolate. Thankfully, I only bought a small quantity because it has a really nasty after taste to it that lingers. I'm going to stick with my weak milk hot chocolate and just make a smaller cup.",Negative
"Considering how much matcha you get, this product is probably a pretty good deal, especially if you're new to green tea and can't really taste much difference between grades.  However, if you're used to a ceremonial matcha, this definitely isn't it and I would go elsewhere.<br /><br />I agree with the reviewer before in that the shipping from Pier Mall was superfast.  I received the product in two business days!",Neutral
this is great anytime you need  a bit of smoke flavor to your food without overpowering it,Positive
"I am a routine coffee drinker (Starbucks) but not a connoisseur by any measure. I also understand everyone's taste is different so keep that in mind as you read this review.<br /><br />This product has a very strong taste so much so that I was somewhat surprised. The packaging indicates it is made with 100% Arabica coffee and only natural ingredients at 45 calories.  I found it very a little creamy, strong, dark, lightly sweet, with a strong kick.  Some may want to add sweetener to it in an effort to balance the flavor. I personally found the coffee tastes much better over ice with added sweetener. I suspect coffee connoisseur's will appreciate the taste more than I do however. It's distinct advantage is that it is ready made and easily pack-able.<br /><br />Ultimately, I will not be buying this product because it does not suit me personally.",Neutral
Slight peanuty taste. Does not taste at all like authentic peanut butter but when used with sugar free jelly suffices your craving for peanut butter taste with no calories especially if you are on a diet.,Neutral
I hope Amazon restocks this item always.I can't stand the other brands out there since it got this brand.And the price is right at Amazon to.,Positive
"check price at walmart or local supermarket before buying it. this is way too expensive. I thought this was cheap since it is being sold at amazon. however, this is way too expensive. my recommendation is that please compare price with local supermarket before getting it.",Negative
"I've bee subscribing to this coffee for months now and have had multiple shipments, all quality until this last shipment.  I opened the new box today, made a cup, and wondered why it was so watery. Made a second thinking it was a fluke. It was not.  Seems now 3 kcups into the box, the whole box is full of kcups with about half the coffee in them there should be.  Instead of it being strong and bold like dark magic is supposed to be (I've drank this coffee daily for two years now so I should know)... It's weak and watery even on making a smaller cup of it.  Amazon won't let me return it.  I'm a dedicated amazon customer and use subscribe and save for many items.  If they won't treat me like a dedicated customer I might be stopping my membership.  Hoping they'll make it right.",Negative
